,AcresBurned,Active,ArchiveYear,CanonicalUrl,Counties,CountyIds,Extinguished,Latitude,Location,Longitude,Name,Started,country,country_code,postcode
572,38.0,False,2016,/incidents/2016/7/29/fork-fire/,Madera,20,2016-07-31,37.24006,"Off Mammoth Pool Rd & Douglas Ranger Station Rd, east of North Fork",-119.4741,Fork Fire,2016-07-29,United States,us,93643
573,36.0,False,2016,/incidents/2016/8/30/mina-fire/,Mendocino,23,2016-08-31,39.8748511,"off Mina Rd & Trinity County Line, 12 miles northeast of Covelo",-123.42670109999999,Mina Fire,2016-08-30,United States,us,
574,36.0,False,2016,/incidents/2016/8/9/knoxville-fire/,Lake,17,2016-08-10,38.68403,"Berryessa Knoxville Rd & East Side Rd, north of Lake Berryessa",-122.26015,Knoxville Fire,2016-08-09,United States,us,
575,35.0,False,2016,/incidents/2016/8/10/gopher-fire/,San Diego,37,2016-08-11,33.22558,"I-15 & Lawrence Welk Drive, Gopher Canyon",-117.14546999999999,Gopher Fire,2016-08-10,United States,us,92026
576,35.0,False,2016,/incidents/2016/8/9/mountain-fire/,Shasta,45,2016-08-10,40.61213,"Near Iron Mountain Road, south of Keswick ",-122.47091,Mountain Fire,2016-08-09,United States,us,
577,35.0,False,2016,/incidents/2016/7/28/neal-fire/,Butte,4,2016-07-29,0.0,"Off Neal Rd east of Hwy 99e, south of Chico",0.0,Neal Fire,2016-07-28,,,
578,35.0,False,2016,/incidents/2016/7/12/stagecoach-fire/,Calaveras,5,2016-07-13,37.96311,"off Stagecoach Rd and Hwy 4, south of Copperopolis",-120.67335,Stagecoach Fire,2016-07-12,United States,us,95228
579,33.0,False,2016,/incidents/2016/6/27/campo-fire/,Calaveras,5,2016-06-30,38.22017,"off Campo Seco and Chili Camp Road, near Burson ",-120.8678,Campo Fire,2016-06-27,United States,us,95226
580,32.0,False,2016,/incidents/2016/9/12/moffett-fire/,Siskiyou,47,2016-09-13,41.6314,"off of Moffett Creek Rd and Luce Gulch Rd, northeast of Fort Jones",-122.7933,Moffett Fire,2016-09-12,United States,us,
581,32.0,False,2016,/incidents/2016/7/30/frymire-fire/,Tuolumne,55,2016-08-01,37.81434,"Off Frymire Rd & Morrison Rd, east of Oakdale",-120.69521,Frymire Fire,2016-07-30,United States,us,
582,32.0,False,2016,/incidents/2016/6/3/clay-fire/,Sacramento,34,2016-06-03,38.3131,off Highway 104 and Clay East Road near Herald,-121.06452,Clay Fire,2016-06-03,United States,us,
583,30.0,False,2016,/incidents/2016/9/16/old-fire/,Butte,4,2016-09-19,39.8851,"Off of Old Chico Canyon, west of Forest Ranch",-121.6998,Old Fire,2016-09-16,United States,us,95942
584,30.0,False,2016,/incidents/2016/7/1/lone-pine-fire/,Inyo,14,2016-07-02,36.58972,"Whitney Portal Rd. and OlivasRanch Rd., 3 miles West of Lone Pine",-118.15588999999999,Lone Pine Fire,2016-07-01,United States,us,
585,30.0,False,2016,/incidents/2016/6/3/hidden-fire/,San Benito,35,2016-06-03,36.80296,"off Hidden Valley Rd & Cienega Rd, southwest of Hollister ",-121.40303999999999,Hidden Fire,2016-06-03,United States,us,95023-9600
586,30.0,False,2016,/incidents/2016/5/29/70-fire/,Butte,4,2016-05-29,39.624016999999995,Hwy 70 between Clark Rd and Wheelock Rd,-121.59509299999999,70 Fire,2016-05-29,United States,us,
587,30.0,False,2016,/incidents/2016/4/24/taglio-fire/,Merced,24,2016-04-24,37.2171,"I-5 & Taglio Road, east of Gustine",-121.08036000000001,Taglio Fire,2016-04-24,United States,us,
588,28.0,False,2016,/incidents/2016/11/13/gopher-fire/,San Diego,37,2016-11-14,33.254355,Off Gopher Canyon & Interstate 15,-117.158475,Gopher Fire,2016-11-13,United States,us,92003
589,28.0,False,2016,/incidents/2016/7/22/rock-fire/,San Diego,37,2016-07-24,33.00056,"off Highway 67 & Rockhouse Road, near Ramona",-116.9571,Rock Fire,2016-07-22,United States,us,92065
590,26.0,False,2016,/incidents/2016/8/5/deer-fire/,Amador,3,2016-08-06,38.2581,"off of Deer Ridge Lane and Buena Vista Road, north of Valley Springs ",-120.8657,Deer Fire,2016-08-05,United States,us,95226
591,26.0,False,2016,/incidents/2016/7/19/bailey-fire/,Siskiyou,47,2016-07-20,41.961909999999996,"Hwy 5 at Bailey Hill, 2 mi southeast of Hilt",-122.59328000000001,Bailey Fire,2016-07-19,United States,us,96044
592,25.0,False,2016,/incidents/2016/9/1/oak-fire/,Santa Clara,43,2016-09-02,37.11831,"Off Oak Glen Ave, 2 miles west of Morgan Hill",-121.69783999999999,Oak Fire,2016-09-01,United States,us,95037
593,25.0,False,2016,/incidents/2016/8/12/oak-fire/,Santa Clara,43,2016-08-14,37.06531,off Uvas Rd & Watsonville Rd. west of Morgan Hill,-121.68576999999999,Oak Fire,2016-08-12,United States,us,95037-9669
594,25.0,False,2016,/incidents/2016/8/6/alder-fire/,El Dorado,9,2016-08-07,0.0,"off of Hwy 50 at Riverton, west of Kyburz",0.0,Alder Fire,2016-08-06,,,
595,25.0,False,2016,/incidents/2016/7/29/north-branch-extension-fire/,Lake,17,2016-07-31,0.0,"Off Ogulin Rd & Highway 53, Clearlake Oaks",0.0,North Branch Extension Fire,2016-07-29,,,
596,25.0,False,2016,/incidents/2016/6/3/aukum-fire/,El Dorado,9,2016-06-04,38.64107,off Mount Aukum Road & Grizzly Flat Road,-120.6955,Aukum Fire,2016-06-03,United States,us,95684
597,25.0,False,2016,/incidents/2016/5/12/bryson-fire/,Monterey,27,2016-05-12,35.8378273,"Bryson-Hesperia Rd & Interlake Rd, west of Bradley ",-121.0381507,Bryson Fire,2016-05-12,United States,us,93426
598,24.0,False,2016,/incidents/2016/6/11/keswick-fire/,Shasta,45,2016-06-12,40.61388,near Keswick Dam Road x Iron Mountain Road N/W of Redding,-122.46777,Keswick Fire,2016-06-11,United States,us,
599,23.0,False,2016,/incidents/2016/8/11/stafford-fire/,Humboldt,12,2016-08-16,40.4572,"Community of Stafford, 7 miles south of Fortuna",-124.05803999999999,Stafford Fire,2016-08-11,United States,us,95565
600,23.0,False,2016,/incidents/2016/7/21/table-fire/,Siskiyou,47,2016-07-22,41.71847,"Table Rock Rd & Harry Cash Rd, Montague",-122.36923999999999,Table Fire,2016-07-21,United States,us,
601,21.0,False,2016,/incidents/2016/8/12/summit-fire/,Humboldt,12,2016-08-19,40.9878,Three Creeks Summit and Bair Rd. 8 miles west of Willow Creek,-123.77832,Summit Fire,2016-08-12,United States,us,
602,20.0,False,2016,/incidents/2016/9/3/ken-fire/,San Bernardino,36,2016-09-04,34.25858,Off I-15 Between Kenwood and Blue Cut in the Cajon Pass,-117.4415,Ken Fire,2016-09-03,United States,us,92407
603,20.0,False,2016,/incidents/2016/8/30/mockingbird-fire/,Lake,17,2016-08-31,39.1408865,"Off Hwy 29 & Mockingbird Lane, Upper Lake",-122.9148951,Mockingbird Fire,2016-08-30,United States,us,95485
604,20.0,False,2016,/incidents/2016/5/12/edison-fire/,Ventura,56,2016-05-13,0.0,North of Ventura,0.0,Edison Fire,2016-05-12,,,
605,19.0,False,2016,/incidents/2016/8/30/willow-fire/,Amador,3,2016-08-31,0.0,"Off Highway 124 & Willow Creek Rd, 4 miles east of Ione",0.0,Willow Fire,2016-08-30,,,
606,15.0,False,2016,/incidents/2016/7/11/shelter-fire/,Ventura,56,2016-07-12,33.11645,"off Volcan Mountain, north of Julian",-116.58542,Shelter Fire,2016-07-11,United States,us,
607,11.0,False,2016,/incidents/2016/7/25/collier-fire/,Tehama,52,2016-07-26,0.0,"Off Collier Dr & Humboldt Dr, Rancho Tehama",0.0,Collier Fire,2016-07-25,,,
608,11.0,False,2016,/incidents/2016/5/25/fiddler-fire/,Shasta,45,2016-05-25,0.0,"off Fiddler Rd and Straight Arrow Rd, 8 miles east of Ono",0.0,Fiddler Fire,2016-05-25,,,
609,10.0,False,2016,/incidents/2016/10/20/jacobson-fire/,Tulare,54,2016-12-19,36.217,Jacobson Drainage in the Golden Trout Wilderness,-118.551,Jacobson Fire,2016-10-20,United States,us,
610,0.0,False,2016,/incidents/2016/8/18/mokelumne-fire/,Alpine,2,2016-08-30,38.575540000000004,Mokelumne Wilderness,-120.00606,Mokelumne Fire,2016-08-18,United States,us,
611,0.0,False,2016,/incidents/2016/7/22/sand-fire/,Los Angeles,19,2016-08-09,0.0,"near 14 Fwy & Sand Canyon Rd, Santa Clarita",0.0,Sand Fire,2016-07-22,,,
612,0.0,False,2016,/incidents/2016/6/4/soda-fire/,San Luis Obispo,40,2016-06-19,35.01382,Off Soda Lake Road north of Cuyama,-119.58206000000001,Soda Fire,2016-06-04,United States,us,
613,0.0,False,2016,/incidents/2016/6/4/old-fire/,Los Angeles,19,2016-06-13,0.0,"off of Old Topanga Canyon Road and Mulholland Hwy, Calabasas",0.0,Old Fire,2016-06-04,,,
614,0.0,False,2016,/incidents/2016/6/1/chimney-fire/,Tulare,54,2016-06-19,35.84883,15 miles northeast of Kernville,-118.08591000000001,Chimney Fire,2016-06-01,United States,us,
615,0.0,False,2016,/incidents/2016/4/19/gorman-fire/,Los Angeles,19,2016-04-19,34.6888731,off northbound Interstate 5 at Gorman Creek,-118.78925929999998,Gorman Fire,2016-04-19,United States,us,
616,281893.0,False,2017,/incidents/2017/12/4/thomas-fire/,Santa Barbara,"42,56",2019-03-14,34.415209999999995,"Hwy 150 and Hwy 126, north of Santa Paula ",-119.09123999999998,Thomas Fire,2017-12-04,United States,us,
617,281893.0,False,2017,/incidents/2017/12/4/thomas-fire/,Ventura,"42,56",2019-03-14,34.415209999999995,"Hwy 150 and Hwy 126, north of Santa Paula ",-119.09123999999998,Thomas Fire,2017-12-04,United States,us,
618,83733.0,False,2017,/incidents/2017/7/11/long-valley-fire/,Lassen,18,2018-01-09,40.07045,"off Hwy 395 and Cowboy Joe Rd, 3 miles north of Doyle",-120.14013,Long Valley Fire,2017-07-11,United States,us,96109
619,83120.0,False,2017,/incidents/2017/7/24/modoc-july-complex/,Modoc,25,2018-01-09,0.0,throughout Modoc County,0.0,Modoc July Complex,2017-07-24,,,
620,81826.0,False,2017,/incidents/2017/7/16/detwiler-fire/,Mariposa,22,2018-01-09,37.61757,"Detwiler Rd and Hunters Valley Rd, 2 miles east of Lake McClure",-120.21321,Detwiler Fire,2017-07-16,United States,us,95338
621,78698.0,False,2017,/incidents/2017/8/15/eclipse-complex/,Siskiyou,47,2018-01-09,41.841,"5 miles W of Happy Camp, CA",-123.47399999999999,Eclipse Complex,2017-08-15,United States,us,
622,56556.0,False,2017,/incidents/2017/10/8/nuns-adobe-norrbom-pressley-partrick-fires-oakmont-central-lnu-complex/,Napa,"28,49",2018-02-09,38.4041,"Hwy 12, north of Glen Ellen",-122.5209,Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),2017-10-08,United States,us,95442
623,56556.0,False,2017,/incidents/2017/10/8/nuns-adobe-norrbom-pressley-partrick-fires-oakmont-central-lnu-complex/,Sonoma,"28,49",2018-02-09,38.4041,"Hwy 12, north of Glen Ellen",-122.5209,Nuns / Adobe / Norrbom/ Pressley / Partrick Fires / Oakmont (Central LNU Complex),2017-10-08,United States,us,95442
624,51624.0,False,2017,/incidents/2017/10/8/atlas-fire-southern-lnu-complex/,Napa,"28,48",2018-02-09,38.39206,"Off of Altas Peak Rd, south of Lake Berryessa",-122.24367,Atlas Fire (Southern LNU Complex),2017-10-08,United States,us,94558
625,51624.0,False,2017,/incidents/2017/10/8/atlas-fire-southern-lnu-complex/,Solano,"28,48",2018-02-09,38.39206,"Off of Altas Peak Rd, south of Lake Berryessa",-122.24367,Atlas Fire (Southern LNU Complex),2017-10-08,United States,us,94558
626,48889.0,False,2017,/incidents/2017/7/9/garza-fire/,Kings,16,2018-01-09,35.93273,"Tar Canyon Road, near Avenal",-120.20013999999999,Garza Fire,2017-07-09,United States,us,
627,39715.0,False,2017,/incidents/2017/8/14/miller-complex/,Siskiyou,47,2018-01-09,42.038999999999994,"17 miles east of Cave Junction, Oregon",-123.21799999999999,Miller Complex,2017-08-14,United States,us,
628,36807.0,False,2017,/incidents/2017/10/8/tubbs-fire-central-lnu-complex/,Napa,"28,49",2018-02-09,38.60895,"off of Hwy 128 and Bennett Ln, Calistoga",-122.62879,Tubbs Fire (Central LNU Complex),2017-10-08,United States,us,
629,36807.0,False,2017,/incidents/2017/10/8/tubbs-fire-central-lnu-complex/,Sonoma,"28,49",2018-02-09,38.60895,"off of Hwy 128 and Bennett Ln, Calistoga",-122.62879,Tubbs Fire (Central LNU Complex),2017-10-08,United States,us,
630,36556.0,False,2017,/incidents/2017/8/29/pier-fire/,Tulare,54,2018-01-09,36.15356,"Highway 190, east of Springville",-118.74103000000001,Pier Fire,2017-08-29,United States,us,93265
631,36523.0,False,2017,/incidents/2017/10/8/redwood-valley-fire-mendocino-lake-complex/,Mendocino,23,2018-02-09,39.24873,"North of Hwy 20, west of Mendocino National Forest, south of Black Bart",-123.16635,Redwood Valley Fire (Mendocino Lake Complex),2017-10-08,United States,us,95418
632,28687.0,False,2017,/incidents/2017/7/6/alamo-fire/,San Luis Obispo,40,2018-01-09,35.0179,Off Highway 166 near Twitchell Reservoir,-120.3223,Alamo Fire,2017-07-06,United States,us,93454
633,27276.0,False,2017,/incidents/2017/7/26/orleans-complex/,Siskiyou,47,2018-01-09,41.59,"About 18 miles northwest of Orleans, California in Siskiyou County.",-123.501,Orleans Complex,2017-07-26,United States,us,
634,21846.0,False,2017,/incidents/2017/8/30/helena-fork-fire/,Trinity,53,2018-01-09,40.76025,"Hwy 299 near town of Helena, Junction City",-123.10003,Helena - Fork Fire,2017-08-30,United States,us,
635,18900.0,False,2017,/incidents/2017/9/27/lion-fire/,Tulare,54,2018-01-09,36.27138,Golden Trout Wilderness near Lion Meadow.,-118.48555,Lion Fire,2017-09-27,United States,us,
636,18618.0,False,2017,/incidents/2017/8/30/r-4-fire/,Lassen,18,2018-01-09,40.69573,23 miles east-southeast of Madeline,-119.93498999999998,R-4 Fire,2017-08-30,United States,us,
637,18430.0,False,2017,/incidents/2017/7/8/whittier-fire/,Santa Barbara,42,2018-01-09,34.550959999999996,"Lake Cachuma area, south of Hwy 154",-119.9494,Whittier Fire,2017-07-08,United States,us,
638,17357.0,False,2017,/incidents/2017/10/9/pocket-fire-central-lnu-complex/,Sonoma,49,2018-02-09,38.76549,"off of Pocket Ranch Rd and Ridge Ranch Rd, Geyserville ",-122.90938999999999,Pocket Fire (Central LNU Complex),2017-10-09,United States,us,95441
639,16031.0,False,2017,/incidents/2017/6/24/schaeffer-fire/,Tulare,54,2018-01-09,0.0,Within the 2002 McNally wildfire burn area (17 miles north of Kernville),0.0,Schaeffer Fire,2017-06-24,,,
640,15619.0,False,2017,/incidents/2017/12/5/creek-fire/,Los Angeles,19,2018-08-06,34.31283,"Kagel Canyon Rd, north of Lake View terrace ",-118.35863,Creek Fire,2017-12-05,United States,us,
641,13417.0,False,2017,/incidents/2017/9/12/buck-fire/,Trinity,53,2018-01-09,40.2275,"Black Rock Mountain, North Portion of Yolla BollyWilderness",-123.03583,Buck Fire,2017-09-12,United States,us,
642,12407.0,False,2017,/incidents/2017/8/29/railroad-fire/,Madera,20,2018-01-09,37.44663,"Highway 41, south of Fish Camp",-119.64622,Railroad Fire,2017-08-29,United States,us,93623
643,10343.0,False,2017,/incidents/2017/5/18/elm-fire/,Fresno,10,2018-01-09,36.12089,"off of Hwy 198 & Fire Stone, south of Coalinga",-120.37116,Elm Fire,2017-05-18,United States,us,
644,9989.0,False,2017,/incidents/2017/10/8/cascade-fire-wind-complex/,Yuba,58,2018-02-09,39.321979999999996,"Cascade Way and Marysville Rd, north of Collins Lake ",-121.4021,Cascade Fire (Wind Complex),2017-10-08,United States,us,
645,9217.0,False,2017,/incidents/2017/10/9/canyon-2-fire/,Orange,30,2018-04-05,33.87041,"Off of East Santa Ana Canyon Rd, west of Gypsum Canyon",-117.70975,Canyon 2 Fire,2017-10-09,United States,us,92887
646,8925.0,False,2017,/incidents/2017/8/29/slinkard-fire/,Mono,26,2018-01-09,38.655,"West of Hwy 395, north of Hwy 89, south of Topaz",-119.55425,Slinkard Fire,2017-08-29,United States,us,
647,8417.0,False,2017,/incidents/2017/10/8/cherokee-fire/,Butte,4,2018-02-09,39.624959999999994,"off Cherokee Road and Zonalea Lane, Oroville ",-121.52966,Cherokee Fire,2017-10-08,United States,us,
648,8094.0,False,2017,/incidents/2017/8/1/empire-fire/,Mariposa,22,2018-01-09,37.644,1 Mile South of Bridalveil Campground in Yosemite,-119.618,Empire Fire,2017-08-01,United States,us,
649,7697.0,False,2017,/incidents/2017/8/3/parker-2-fire/,Modoc,25,2018-01-09,41.466,southwest of Cedarville,-120.321,Parker 2 Fire,2017-08-03,United States,us,
650,7194.0,False,2017,/incidents/2017/9/1/la-tuna-fire/,Los Angeles,19,2018-01-09,34.22957,"Lowell Ave and I-210, Verdugo Hills, Los Angeles City",-118.2674,La Tuna Fire ,2017-09-01,United States,us,91214
651,7000.0,False,2017,/incidents/2017/8/14/south-fork-fire/,Mariposa,22,2018-01-09,37.538000000000004,"off Wawona Rd, east of Wawona",-119.598,South Fork Fire,2017-08-14,United States,us,
652,6309.0,False,2017,/incidents/2017/6/26/manzanita-fire/,Riverside,33,2018-01-09,33.530045,"Hwy 79 North, Lambs Canyon south of Dump Road, south of Beaumont",-116.594422,Manzanita Fire,2017-06-26,United States,us,
653,6151.0,False,2017,/incidents/2017/10/9/laporte-fire-wind-complex/,Butte,4,2018-02-09,39.39455,"La Porte Rd and Oro Bangor Hwy, Bangor",-121.40613,LaPorte Fire (Wind Complex),2017-10-09,United States,us,
654,6049.0,False,2017,/incidents/2017/12/5/rye-fire/,Los Angeles,19,2018-01-18,34.45283,"along Rye Canyon Loop, west Valencia",-118.58188,Rye Fire,2017-12-05,United States,us,91355
655,6042.0,False,2017,/incidents/2017/8/29/mud-fire/,Lassen,18,2018-01-09,40.43962,"Little Mud Flat, 18 miles northeast of Susanville ",-120.22215,Mud Fire,2017-08-29,United States,us,
656,6033.0,False,2017,/incidents/2017/7/7/wall-fire/,Butte,4,2018-01-09,39.453520000000005,"Chinese Wall Rd, north of Bangor",-121.41221999999999,Wall Fire,2017-07-07,United States,us,
657,5738.0,False,2017,/incidents/2017/4/20/jayne-fire/,Fresno,10,2018-01-09,36.07228,Off of Hwy 33 and Lost Hills south of Coalinga,-120.26561000000001,Jayne Fire,2017-04-20,United States,us,
658,5247.0,False,2017,/incidents/2017/7/31/summit-complex/,Stanislaus,50,2018-01-09,38.329,The Summit Complex consists of 3 fires burning on the Summit Ranger District of the Stanislaus National Forest.,-119.78200000000001,Summit Complex,2017-07-31,United States,us,
659,4736.0,False,2017,/incidents/2017/8/7/ruth-complex/,Trinity,53,2018-01-09,40.175979999999996,"Dutchman Rd, east of Zenia",-123.36882,Ruth Complex,2017-08-07,United States,us,
660,4310.0,False,2017,/incidents/2017/7/29/minerva-fire/,Plumas,32,2018-01-09,39.9034,"Forest Road 24N26, 3 miles southwest of Quincy (Plumas County)",-120.9761,Minerva Fire,2017-07-29,United States,us,95971
661,4100.0,False,2017,/incidents/2017/12/7/lilac-fire/,San Diego,37,2018-01-09,33.3237,"Old Hwy 395 at Dulin Road, Bonsall",-117.163,Lilac Fire,2017-12-07,United States,us,92028
662,4016.0,False,2017,/incidents/2017/8/29/ponderosa-fire/,Butte,4,2018-08-30,39.577009999999994,"Ponderosa way and Lumpkin road, 2 miles NW of Forbestown ",-121.30208999999999,Ponderosa Fire,2017-08-29,United States,us,95966
663,3874.0,False,2017,/incidents/2017/9/2/palmer-fire/,Riverside,33,2018-01-09,33.974709999999995,"San Timoteo Canyon Road / Fisherman's Retreat, Beaumont",-117.09983999999999,Palmer Fire,2017-09-02,United States,us,
664,3142.0,False,2017,/incidents/2017/8/7/young-fire/,Siskiyou,47,2018-01-09,41.853,"Siskiyou Wilderness, Six Rivers NF",-123.676,Young Fire,2017-08-07,United States,us,
665,2940.0,False,2017,/incidents/2017/7/7/hawk-fire/,Kern,15,2018-01-09,35.77896,"Hwy 155, north of Bakersfield",-118.89627,Hawk Fire,2017-07-07,United States,us,
666,2662.0,False,2017,/incidents/2017/9/25/canyon-fire/,Orange,30,2018-03-28,33.8668,"CA-91 and Cole Canyon, City of Anaheim",-117.68598,Canyon Fire,2017-09-25,United States,us,92887
667,2575.0,False,2017,/incidents/2017/9/5/eureka-fire/,Plumas,32,2018-01-09,39.75312,McRae Meadows,-120.75485,Eureka Fire,2017-09-05,United States,us,
668,2312.0,False,2017,/incidents/2017/8/24/i-5-fire/,Kings,16,2018-01-09,36.05187,"off I-5 & Quebec Ave, north of Avenal",-120.05403999999999,I-5 Fire,2017-08-24,United States,us,
669,2295.0,False,2017,/incidents/2017/8/2/indian-fire/,Tulare,54,2018-01-09,36.257,North of Jordan Hot Springs,-118.296,Indian Fire,2017-08-02,United States,us,
670,2289.0,False,2017,/incidents/2017/7/30/roadrunner-fire/,Tulare,54,2018-01-09,36.0226,"Road 268 & E. Teapot Dome Ave., 4 miles east of Porterville",-118.94252,Roadrunner Fire,2017-07-30,United States,us,
671,2269.0,False,2017,/incidents/2017/7/6/winters-fire/,Yolo,57,2018-01-09,38.49521,"Hwy 128 and Pleasant View Rd, south west of Winters",-122.0251,Winters Fire,2017-07-06,United States,us,
672,2207.0,False,2017,/incidents/2017/10/8/sulphur-fire-mendocino-lake-complex/,Lake,17,2018-02-09,39.013870000000004,"off Hwy 20 and Sulphur Bank Road, Clearlake Oaks",-122.64543,Sulphur Fire (Mendocino Lake Complex),2017-10-08,United States,us,95423
