Year,Geography,Age,Category,Demographic,Count,Rate
2012,Merced,18 and Over,Race-Ethnicity,African-American,234,368.3
2012,Monterey,18 and Over,Race-Ethnicity,African-American,81,85.6
2012,Napa,18 and Over,Race-Ethnicity,African-American,24,125.8
2012,Orange,18 and Over,Race-Ethnicity,African-American,386,95.1
2012,Placer,18 and Over,Race-Ethnicity,African-American,23,65.1
2012,Riverside,18 and Over,Race-Ethnicity,African-American,1154,109.7
2012,Sacramento,18 and Over,Race-Ethnicity,African-American,2031,185.3
2012,San Bernardino,18 and Over,Race-Ethnicity,African-American,1986,146.3
2012,San Diego,18 and Over,Race-Ethnicity,African-American,1328,112.3
2012,San Francisco,18 and Over,Race-Ethnicity,African-American,793,206.4
2012,San Joaquin,18 and Over,Race-Ethnicity,African-American,678,179.9
2012,San Luis Obispo,18 and Over,Race-Ethnicity,African-American,27,49.3
2012,San Mateo,18 and Over,Race-Ethnicity,African-American,127,79.6
2012,Santa Barbara,18 and Over,Race-Ethnicity,African-American,58,89.4
2012,Santa Clara,18 and Over,Race-Ethnicity,African-American,398,107.7
2012,Solano,18 and Over,Race-Ethnicity,African-American,783,172.7
2012,Sonoma,18 and Over,Race-Ethnicity,African-American,92,151.2
2012,Stanislaus,18 and Over,Race-Ethnicity,African-American,188,212.3
2012,Tulare,18 and Over,Race-Ethnicity,African-American,62,152.4
2012,Ventura,18 and Over,Race-Ethnicity,African-American,83,77.8
2012,Yolo,18 and Over,Race-Ethnicity,African-American,42,99.8
2012,Yuba,18 and Over,Race-Ethnicity,African-American,26,143.5
2012,Alameda,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,19,62.5
2012,California,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,403,32.1
2012,Contra Costa,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,20,73.2
2012,Humboldt,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,37,78.5
2012,Los Angeles,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,45,27.9
2012,Mendocino,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,20,81.6
2012,Riverside,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,12,15.0
2012,Sacramento,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,36,57.1
2012,San Bernardino,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,31,48.6
2012,San Diego,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,23,23.5
2012,San Francisco,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,14,104.8
2012,San Mateo,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,15,185.8
2012,Shasta,18 and Over,Race-Ethnicity,American Indian/Alaskan Native,13,39.3
2012,Alameda,18 and Over,Race-Ethnicity,Asian/Pacific Islander,574,18.2
2012,California,18 and Over,Race-Ethnicity,Asian/Pacific Islander,5571,14.0
2012,Contra Costa,18 and Over,Race-Ethnicity,Asian/Pacific Islander,258,21.8
2012,Fresno,18 and Over,Race-Ethnicity,Asian/Pacific Islander,67,12.9
2012,Humboldt,18 and Over,Race-Ethnicity,Asian/Pacific Islander,11,
2012,Kern,18 and Over,Race-Ethnicity,Asian/Pacific Islander,48,20.7
2012,Los Angeles,18 and Over,Race-Ethnicity,Asian/Pacific Islander,1376,11.8
2012,Marin,18 and Over,Race-Ethnicity,Asian/Pacific Islander,17,14.9
2012,Merced,18 and Over,Race-Ethnicity,Asian/Pacific Islander,20,17.9
2012,Monterey,18 and Over,Race-Ethnicity,Asian/Pacific Islander,32,13.2
2012,Napa,18 and Over,Race-Ethnicity,Asian/Pacific Islander,18,24.1
2012,Orange,18 and Over,Race-Ethnicity,Asian/Pacific Islander,439,10.4
2012,Placer,18 and Over,Race-Ethnicity,Asian/Pacific Islander,24,13.2
2012,Riverside,18 and Over,Race-Ethnicity,Asian/Pacific Islander,111,10.9
2012,Sacramento,18 and Over,Race-Ethnicity,Asian/Pacific Islander,366,22.8
2012,San Bernardino,18 and Over,Race-Ethnicity,Asian/Pacific Islander,103,11.6
2012,San Diego,18 and Over,Race-Ethnicity,Asian/Pacific Islander,367,13.4
2012,San Francisco,18 and Over,Race-Ethnicity,Asian/Pacific Islander,362,13.8
2012,San Joaquin,18 and Over,Race-Ethnicity,Asian/Pacific Islander,198,29.1
2012,San Mateo,18 and Over,Race-Ethnicity,Asian/Pacific Islander,272,18.3
2012,Santa Clara,18 and Over,Race-Ethnicity,Asian/Pacific Islander,510,12.1
2012,Santa Cruz,18 and Over,Race-Ethnicity,Asian/Pacific Islander,11,
2012,Solano,18 and Over,Race-Ethnicity,Asian/Pacific Islander,177,35.2
2012,Sonoma,18 and Over,Race-Ethnicity,Asian/Pacific Islander,12,7.6
2012,Stanislaus,18 and Over,Race-Ethnicity,Asian/Pacific Islander,33,16.5
2012,Tulare,18 and Over,Race-Ethnicity,Asian/Pacific Islander,17,14.9
2012,Ventura,18 and Over,Race-Ethnicity,Asian/Pacific Islander,34,7.4
2012,Yolo,18 and Over,Race-Ethnicity,Asian/Pacific Islander,40,25.2
2012,Alameda,18 and Over,Race-Ethnicity,Hispanic,919,39.3
2012,Butte,18 and Over,Race-Ethnicity,Hispanic,62,24.8
2012,California,18 and Over,Race-Ethnicity,Hispanic,33176,35.2
2012,Colusa,18 and Over,Race-Ethnicity,Hispanic,17,33.1
2012,Contra Costa,18 and Over,Race-Ethnicity,Hispanic,1132,63.2
2012,El Dorado,18 and Over,Race-Ethnicity,Hispanic,25,17.7
2012,Fresno,18 and Over,Race-Ethnicity,Hispanic,1565,51.9
2012,Glenn,18 and Over,Race-Ethnicity,Hispanic,13,22.3
2012,Humboldt,18 and Over,Race-Ethnicity,Hispanic,28,32.1
2012,Imperial,18 and Over,Race-Ethnicity,Hispanic,389,40.2
2012,Kern,18 and Over,Race-Ethnicity,Hispanic,958,37.9
2012,Kings,18 and Over,Race-Ethnicity,Hispanic,287,65.0
2012,Lake,18 and Over,Race-Ethnicity,Hispanic,42,78.0
2012,Los Angeles,18 and Over,Race-Ethnicity,Hispanic,11216,35.0
2012,Madera,18 and Over,Race-Ethnicity,Hispanic,242,47.6
2012,Marin,18 and Over,Race-Ethnicity,Hispanic,60,20.5
2012,Mendocino,18 and Over,Race-Ethnicity,Hispanic,43,39.3
2012,Merced,18 and Over,Race-Ethnicity,Hispanic,519,58.7
2012,Monterey,18 and Over,Race-Ethnicity,Hispanic,526,33.7
2012,Napa,18 and Over,Race-Ethnicity,Hispanic,58,21.1
2012,Nevada,18 and Over,Race-Ethnicity,Hispanic,14,18.8
2012,Orange,18 and Over,Race-Ethnicity,Hispanic,1632,24.5
2012,Placer,18 and Over,Race-Ethnicity,Hispanic,54,15.6
2012,Riverside,18 and Over,Race-Ethnicity,Hispanic,1858,27.8
2012,Sacramento,18 and Over,Race-Ethnicity,Hispanic,1174,58.4
2012,San Benito,18 and Over,Race-Ethnicity,Hispanic,73,32.3
2012,San Bernardino,18 and Over,Race-Ethnicity,Hispanic,2423,36.5
2012,San Diego,18 and Over,Race-Ethnicity,Hispanic,1660,23.7
2012,San Francisco,18 and Over,Race-Ethnicity,Hispanic,298,32.8
2012,San Joaquin,18 and Over,Race-Ethnicity,Hispanic,724,42.4
2012,San Luis Obispo,18 and Over,Race-Ethnicity,Hispanic,83,20.5
2012,San Mateo,18 and Over,Race-Ethnicity,Hispanic,771,58.2
2012,Santa Barbara,18 and Over,Race-Ethnicity,Hispanic,296,21.4
2012,Santa Clara,18 and Over,Race-Ethnicity,Hispanic,1417,43.6
2012,Santa Cruz,18 and Over,Race-Ethnicity,Hispanic,147,25.8
2012,Shasta,18 and Over,Race-Ethnicity,Hispanic,28,22.5
2012,Solano,18 and Over,Race-Ethnicity,Hispanic,320,50.0
2012,Sonoma,18 and Over,Race-Ethnicity,Hispanic,265,31.9
2012,Stanislaus,18 and Over,Race-Ethnicity,Hispanic,519,37.1
2012,Sutter,18 and Over,Race-Ethnicity,Hispanic,44,31.4
2012,Tulare,18 and Over,Race-Ethnicity,Hispanic,443,27.5
2012,Tuolumne,18 and Over,Race-Ethnicity,Hispanic,12,23.3
2012,Ventura,18 and Over,Race-Ethnicity,Hispanic,543,24.6
2012,Yolo,18 and Over,Race-Ethnicity,Hispanic,184,45.4
2012,Yuba,18 and Over,Race-Ethnicity,Hispanic,30,26.8
2012,Alameda,18 and Over,Race-Ethnicity,White,1716,39.6
2012,Amador,18 and Over,Race-Ethnicity,White,202,105.4
2012,Butte,18 and Over,Race-Ethnicity,White,565,45.9
2012,Calaveras,18 and Over,Race-Ethnicity,White,126,47.3
2012,California,18 and Over,Race-Ethnicity,White,43905,36.6
2012,Colusa,18 and Over,Race-Ethnicity,White,28,39.8
2012,Contra Costa,18 and Over,Race-Ethnicity,White,1843,46.8
2012,Del Norte,18 and Over,Race-Ethnicity,White,56,40.8
2012,El Dorado,18 and Over,Race-Ethnicity,White,358,35.5
2012,Fresno,18 and Over,Race-Ethnicity,White,1361,58.0
2012,Glenn,18 and Over,Race-Ethnicity,White,54,53.6
2012,Humboldt,18 and Over,Race-Ethnicity,White,647,78.9
2012,Imperial,18 and Over,Race-Ethnicity,White,213,113.0
2012,Inyo,18 and Over,Race-Ethnicity,White,40,43.3
2012,Kern,18 and Over,Race-Ethnicity,White,1194,47.7
2012,Kings,18 and Over,Race-Ethnicity,White,428,98.1
2012,Lake,18 and Over,Race-Ethnicity,White,251,72.2
2012,Lassen,18 and Over,Race-Ethnicity,White,57,31.3
2012,Los Angeles,18 and Over,Race-Ethnicity,White,6980,30.5
2012,Madera,18 and Over,Race-Ethnicity,White,169,41.1
2012,Marin,18 and Over,Race-Ethnicity,White,362,24.7
2012,Mariposa,18 and Over,Race-Ethnicity,White,33,27.8
2012,Mendocino,18 and Over,Race-Ethnicity,White,263,64.7
2012,Merced,18 and Over,Race-Ethnicity,White,426,66.1
2012,Modoc,18 and Over,Race-Ethnicity,White,31,66.7
2012,Monterey,18 and Over,Race-Ethnicity,White,385,37.1
2012,Napa,18 and Over,Race-Ethnicity,White,303,50.1
2012,Nevada,18 and Over,Race-Ethnicity,White,276,49.3
2012,Orange,18 and Over,Race-Ethnicity,White,3095,28.8
2012,Placer,18 and Over,Race-Ethnicity,White,680,33.8
2012,Plumas,18 and Over,Race-Ethnicity,White,39,32.7
2012,Riverside,18 and Over,Race-Ethnicity,White,2507,38.3
2012,Sacramento,18 and Over,Race-Ethnicity,White,2554,46.0
2012,San Benito,18 and Over,Race-Ethnicity,White,54,42.2
2012,San Bernardino,18 and Over,Race-Ethnicity,White,2847,54.1
2012,San Diego,18 and Over,Race-Ethnicity,White,2842,23.4
2012,San Francisco,18 and Over,Race-Ethnicity,White,836,28.9
2012,San Joaquin,18 and Over,Race-Ethnicity,White,1079,55.9
2012,San Luis Obispo,18 and Over,Race-Ethnicity,White,458,34.0
2012,San Mateo,18 and Over,Race-Ethnicity,White,684,27.3
2012,Santa Barbara,18 and Over,Race-Ethnicity,White,440,27.2
2012,Santa Clara,18 and Over,Race-Ethnicity,White,1282,25.1
2012,Santa Cruz,18 and Over,Race-Ethnicity,White,319,25.9
2012,Shasta,18 and Over,Race-Ethnicity,White,593,57.0
2012,Siskiyou,18 and Over,Race-Ethnicity,White,94,40.1
2012,Solano,18 and Over,Race-Ethnicity,White,849,63.4
2012,Sonoma,18 and Over,Race-Ethnicity,White,939,36.5
2012,Stanislaus,18 and Over,Race-Ethnicity,White,1004,55.0
2012,Sutter,18 and Over,Race-Ethnicity,White,101,27.8
2012,Tehama,18 and Over,Race-Ethnicity,White,202,66.2
2012,Trinity,18 and Over,Race-Ethnicity,White,48,80.5
2012,Tulare,18 and Over,Race-Ethnicity,White,463,43.8
2012,Tuolumne,18 and Over,Race-Ethnicity,White,174,57.3
2012,Ventura,18 and Over,Race-Ethnicity,White,883,28.7
2012,Yolo,18 and Over,Race-Ethnicity,White,264,32.9
2012,Yuba,18 and Over,Race-Ethnicity,White,154,45.5
2012,Alameda,18 and Over,Sex,Female,4381,71.4
2012,Amador,18 and Over,Sex,Female,128,116.9
2012,Butte,18 and Over,Sex,Female,439,54.7
2012,Calaveras,18 and Over,Sex,Female,86,52.7
2012,California,18 and Over,Sex,Female,71141,49.2
2012,Colusa,18 and Over,Sex,Female,36,45.7
2012,Contra Costa,18 and Over,Sex,Female,3296,79.0
2012,Del Norte,18 and Over,Sex,Female,70,68.5
2012,El Dorado,18 and Over,Sex,Female,253,40.2
2012,Fresno,18 and Over,Sex,Female,2229,66.6
2012,Glenn,18 and Over,Sex,Female,51,50.4
2012,Humboldt,18 and Over,Sex,Female,472,92.2
2012,Imperial,18 and Over,Sex,Female,435,70.1
2012,Inyo,18 and Over,Sex,Female,30,43.1
2012,Kern,18 and Over,Sex,Female,1701,58.3
2012,Kings,18 and Over,Sex,Female,557,122.1
2012,Lake,18 and Over,Sex,Female,199,82.4
2012,Lassen,18 and Over,Sex,Female,44,50.7
2012,Los Angeles,18 and Over,Sex,Female,18314,47.2
2012,Madera,18 and Over,Sex,Female,306,54.3
2012,Marin,18 and Over,Sex,Female,312,31.2
2012,Mariposa,18 and Over,Sex,Female,27,41.7
2012,Mendocino,18 and Over,Sex,Female,202,63.4
2012,Merced,18 and Over,Sex,Female,837,93.5
2012,Modoc,18 and Over,Sex,Female,25,81.3
2012,Monterey,18 and Over,Sex,Female,711,47.9
2012,Napa,18 and Over,Sex,Female,260,47.9
2012,Nevada,18 and Over,Sex,Female,191,56.5
2012,Orange,18 and Over,Sex,Female,3748,31.2
2012,Placer,18 and Over,Sex,Female,507,36.0
2012,Plumas,18 and Over,Sex,Female,40,58.2
2012,Riverside,18 and Over,Sex,Female,3684,44.9
2012,Sacramento,18 and Over,Sex,Female,4045,73.1
2012,San Benito,18 and Over,Sex,Female,83,41.1
2012,San Bernardino,18 and Over,Sex,Female,4908,64.7
2012,San Diego,18 and Over,Sex,Female,4140,34.1
2012,San Francisco,18 and Over,Sex,Female,1389,41.5
2012,San Joaquin,18 and Over,Sex,Female,1675,66.5
2012,San Luis Obispo,18 and Over,Sex,Female,387,42.8
2012,San Mateo,18 and Over,Sex,Female,1102,36.4
2012,Santa Barbara,18 and Over,Sex,Female,532,31.9
2012,Santa Clara,18 and Over,Sex,Female,2409,34.6
2012,Santa Cruz,18 and Over,Sex,Female,330,32.1
2012,Shasta,18 and Over,Sex,Female,395,58.9
2012,Siskiyou,18 and Over,Sex,Female,72,48.6
2012,Solano,18 and Over,Sex,Female,1375,87.8
2012,Sonoma,18 and Over,Sex,Female,866,45.5
2012,Stanislaus,18 and Over,Sex,Female,1106,58.6
2012,Sutter,18 and Over,Sex,Female,118,34.2
2012,Tehama,18 and Over,Sex,Female,150,68.8
2012,Trinity,18 and Over,Sex,Female,35,93.4
2012,Tulare,18 and Over,Sex,Female,766,49.9
2012,Tuolumne,18 and Over,Sex,Female,115,64.9
2012,Ventura,18 and Over,Sex,Female,1057,33.8
2012,Yolo,18 and Over,Sex,Female,308,41.8
2012,Yuba,18 and Over,Sex,Female,146,55.9
2012,Alameda,18 and Over,Sex,Male,2584,44.8
2012,Amador,18 and Over,Sex,Male,86,59.8
2012,Butte,18 and Over,Sex,Male,259,30.4
2012,Calaveras,18 and Over,Sex,Male,51,32.4
2012,California,18 and Over,Sex,Male,42005,29.7
2012,Colusa,18 and Over,Sex,Male,16,22.8
2012,Contra Costa,18 and Over,Sex,Male,2020,52.8
2012,Del Norte,18 and Over,Sex,Male,22,17.6
2012,El Dorado,18 and Over,Sex,Male,149,22.5
2012,Fresno,18 and Over,Sex,Male,1203,35.9
2012,Glenn,18 and Over,Sex,Male,23,22.0
2012,Humboldt,18 and Over,Sex,Male,297,54.7
2012,Imperial,18 and Over,Sex,Male,224,33.4
2012,Inyo,18 and Over,Sex,Male,20,26.9
2012,Kern,18 and Over,Sex,Male,1092,34.3
2012,Kings,18 and Over,Sex,Male,299,49.5
2012,Lake,18 and Over,Sex,Male,129,57.3
2012,Lassen,18 and Over,Sex,Male,28,14.0
2012,Los Angeles,18 and Over,Sex,Male,10479,28.3
2012,Madera,18 and Over,Sex,Male,166,32.3
2012,Marin,18 and Over,Sex,Male,205,20.6
2012,Mariposa,18 and Over,Sex,Male,13,17.6
2012,Mendocino,18 and Over,Sex,Male,151,47.8
2012,Merced,18 and Over,Sex,Male,395,44.4
2012,Monterey,18 and Over,Sex,Male,385,23.1
2012,Napa,18 and Over,Sex,Male,147,27.8
2012,Nevada,18 and Over,Sex,Male,112,33.8
2012,Orange,18 and Over,Sex,Male,2100,18.3
2012,Placer,18 and Over,Sex,Male,294,22.5
2012,Riverside,18 and Over,Sex,Male,2144,26.2
2012,Sacramento,18 and Over,Sex,Male,2529,48.3
2012,San Benito,18 and Over,Sex,Male,49,25.8
2012,San Bernardino,18 and Over,Sex,Male,2836,38.1
2012,San Diego,18 and Over,Sex,Male,2492,20.6
2012,San Francisco,18 and Over,Sex,Male,1017,28.7
2012,San Joaquin,18 and Over,Sex,Male,1080,43.5
2012,San Luis Obispo,18 and Over,Sex,Male,198,18.6
2012,San Mateo,18 and Over,Sex,Male,855,31.2
2012,Santa Barbara,18 and Over,Sex,Male,294,17.6
2012,Santa Clara,18 and Over,Sex,Male,1382,20.4
2012,Santa Cruz,18 and Over,Sex,Male,180,16.7
2012,Shasta,18 and Over,Sex,Male,267,43.1
2012,Siskiyou,18 and Over,Sex,Male,45,29.8
2012,Solano,18 and Over,Sex,Male,857,55.3
2012,Sonoma,18 and Over,Sex,Male,483,26.3
2012,Stanislaus,18 and Over,Sex,Male,726,39.2
2012,Sutter,18 and Over,Sex,Male,57,17.4
2012,Tehama,18 and Over,Sex,Male,71,32.6
2012,Trinity,18 and Over,Sex,Male,22,57.0
2012,Tulare,18 and Over,Sex,Male,500,32.1
2012,Tuolumne,18 and Over,Sex,Male,77,36.3
2012,Ventura,18 and Over,Sex,Male,526,17.1
2012,Yolo,18 and Over,Sex,Male,237,31.8
2012,Yuba,18 and Over,Sex,Male,74,27.9
2012,Alameda,All Ages,Total Population,All Ages,9917,65.2
2012,Amador,All Ages,Total Population,All Ages,264,83.5
2012,Butte,All Ages,Total Population,All Ages,950,45.7
2012,Calaveras,All Ages,Total Population,All Ages,173,43.5
2012,California,All Ages,Total Population,All Ages,185831,49.8
2012,Colusa,All Ages,Total Population,All Ages,81,37.3
2012,Contra Costa,All Ages,Total Population,All Ages,7940,76.0
2012,Del Norte,All Ages,Total Population,All Ages,140,49.8
2012,El Dorado,All Ages,Total Population,All Ages,570,34.5
2012,Fresno,All Ages,Total Population,All Ages,7190,72.6
2012,Glenn,All Ages,Total Population,All Ages,106,37.4
2012,Humboldt,All Ages,Total Population,All Ages,990,75.5
2012,Imperial,All Ages,Total Population,All Ages,1422,77.9
2012,Inyo,All Ages,Total Population,All Ages,82,48.4
2012,Kern,All Ages,Total Population,All Ages,5255,58.8
2012,Kings,All Ages,Total Population,All Ages,1443,94.8
2012,Lake,All Ages,Total Population,All Ages,437,73.5
2012,Lassen,All Ages,Total Population,All Ages,102,32.2
2012,Los Angeles,All Ages,Total Population,All Ages,49574,51.3
2012,Madera,All Ages,Total Population,All Ages,1134,72.7
2012,Marin,All Ages,Total Population,All Ages,713,28.9
2012,Mariposa,All Ages,Total Population,All Ages,61,40.6
2012,Mendocino,All Ages,Total Population,All Ages,494,60.4
2012,Merced,All Ages,Total Population,All Ages,2211,82.5
2012,Modoc,All Ages,Total Population,All Ages,48,60.0
2012,Mono,All Ages,Total Population,All Ages,24,18.6
2012,Monterey,All Ages,Total Population,All Ages,1990,46.3
2012,Napa,All Ages,Total Population,All Ages,565,41.4
2012,Nevada,All Ages,Total Population,All Ages,399,47.5
2012,Orange,All Ages,Total Population,All Ages,9946,33.3
2012,Placer,All Ages,Total Population,All Ages,1107,31.4
2012,Plumas,All Ages,Total Population,All Ages,76,46.4
2012,Riverside,All Ages,Total Population,All Ages,9856,43.7
2012,Sacramento,All Ages,Total Population,All Ages,9449,65.8
2012,San Benito,All Ages,Total Population,All Ages,241,42.8
2012,San Bernardino,All Ages,Total Population,All Ages,13307,63.3
2012,San Diego,All Ages,Total Population,All Ages,11792,38.6
2012,San Francisco,All Ages,Total Population,All Ages,3236,43.5
2012,San Joaquin,All Ages,Total Population,All Ages,4305,61.2
2012,San Luis Obispo,All Ages,Total Population,All Ages,861,36.6
2012,San Mateo,All Ages,Total Population,All Ages,2781,38.2
2012,Santa Barbara,All Ages,Total Population,All Ages,1520,36.6
2012,Santa Clara,All Ages,Total Population,All Ages,5689,31.5
2012,Santa Cruz,All Ages,Total Population,All Ages,934,37.7
2012,Shasta,All Ages,Total Population,All Ages,929,55.8
2012,Siskiyou,All Ages,Total Population,All Ages,159,41.1
2012,Solano,All Ages,Total Population,All Ages,3295,81.3
2012,Sonoma,All Ages,Total Population,All Ages,1949,41.8
2012,Stanislaus,All Ages,Total Population,All Ages,2918,55.9
2012,Sutter,All Ages,Total Population,All Ages,256,27.3
2012,Tehama,All Ages,Total Population,All Ages,326,55.0
2012,Trinity,All Ages,Total Population,All Ages,65,63.3
2012,Tulare,All Ages,Total Population,All Ages,2330,49.4
2012,Tuolumne,All Ages,Total Population,All Ages,267,57.5
2012,Ventura,All Ages,Total Population,All Ages,2793,34.3
2012,Yolo,All Ages,Total Population,All Ages,797,41.9
2012,Yuba,All Ages,Total Population,All Ages,284,39.1
2012,Alameda,All Ages,Race-Ethnicity,American Indian/Alaskan Native,24,62.5
2012,California,All Ages,Race-Ethnicity,American Indian/Alaskan Native,537,33.5
2012,Contra Costa,All Ages,Race-Ethnicity,American Indian/Alaskan Native,25,78.3
2012,Fresno,All Ages,Race-Ethnicity,American Indian/Alaskan Native,11,
2012,Humboldt,All Ages,Race-Ethnicity,American Indian/Alaskan Native,50,74.8
2012,Inyo,All Ages,Race-Ethnicity,American Indian/Alaskan Native,16,91.4
2012,Los Angeles,All Ages,Race-Ethnicity,American Indian/Alaskan Native,61,32.5
2012,Mendocino,All Ages,Race-Ethnicity,American Indian/Alaskan Native,25,74.0
2012,Riverside,All Ages,Race-Ethnicity,American Indian/Alaskan Native,17,16.7
2012,Sacramento,All Ages,Race-Ethnicity,American Indian/Alaskan Native,47,60.1
2012,San Bernardino,All Ages,Race-Ethnicity,American Indian/Alaskan Native,36,44.0
2012,San Diego,All Ages,Race-Ethnicity,American Indian/Alaskan Native,31,24.1
2012,San Francisco,All Ages,Race-Ethnicity,American Indian/Alaskan Native,20,181.5
2012,San Mateo,All Ages,Race-Ethnicity,American Indian/Alaskan Native,15,137.9
2012,Shasta,All Ages,Race-Ethnicity,American Indian/Alaskan Native,22,51.0
2012,Sonoma,All Ages,Race-Ethnicity,American Indian/Alaskan Native,12,33.6
2012,Alameda,All Ages,Race-Ethnicity,Asian/Pacific Islander,862,21.7
2012,Butte,All Ages,Race-Ethnicity,Asian/Pacific Islander,13,13.6
2012,California,All Ages,Race-Ethnicity,Asian/Pacific Islander,8634,18.4
2012,Contra Costa,All Ages,Race-Ethnicity,Asian/Pacific Islander,394,26.8
2012,Fresno,All Ages,Race-Ethnicity,Asian/Pacific Islander,169,19.9
2012,Humboldt,All Ages,Race-Ethnicity,Asian/Pacific Islander,16,45.6
2012,Kern,All Ages,Race-Ethnicity,Asian/Pacific Islander,71,23.4
2012,Los Angeles,All Ages,Race-Ethnicity,Asian/Pacific Islander,2067,16.8
2012,Madera,All Ages,Race-Ethnicity,Asian/Pacific Islander,11,
2012,Marin,All Ages,Race-Ethnicity,Asian/Pacific Islander,29,22.9
2012,Merced,All Ages,Race-Ethnicity,Asian/Pacific Islander,34,22.0
2012,Monterey,All Ages,Race-Ethnicity,Asian/Pacific Islander,43,17.0
2012,Napa,All Ages,Race-Ethnicity,Asian/Pacific Islander,24,24.7
2012,Orange,All Ages,Race-Ethnicity,Asian/Pacific Islander,706,13.9
2012,Placer,All Ages,Race-Ethnicity,Asian/Pacific Islander,40,16.5
